Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a
CTKA3;28,2;2,31;-0,96;0,435;0,00%;0,327;1,31;6,47;-0,44;25,18;17,62;6,72%;18,79%;1,7;6,01%;-41,46%;23.959,40;-182.418.000,00;-2,95;6,71%
MGEL4;19,25;2,51;-0,27;0,185;0,00%;0,237;0,6;1,86;-0,2;13,29;10,1;9,94%;7,38%;2,42;18,60%;-10,68%;449.919,00;-415.895.000,00;-1,86;10,29%
MWET3;42;2,87;-0,48;0,546;0,00%;0,455;-1,1;-12,99;-0,27;-19,69;-56,55;-4,21%;19,03%;0,4;-3,94%;-16,76%;7.831,09;-179.639.000,00;-0,26;8,80%
RSID3;11,22;3,47;-0,34;1,86;0,00%;0,121;-0,16;-3,29;-0,12;-17,09;-18,53;-56,60%;37,67%;0,32;-3,90%;-9,81%;1.525.720,00;-566.154.000,00;-1,51;-39,91%
BAZA3;39,7;3,48;0,47;0;6,54%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;13,57%;88.042,50;2.490.170.000,00;0;-9,72%
CPLE3;5,62;3,68;0,8;0,79;15,66%;0,326;12,51;3,49;-0,95;5,02;4,1;22,62%;21,55%;1,12;10,42%;21,72%;11.815.500,00;19.237.500.000,00;0,5;9,60%
MRFG3;19,26;3,68;5,9;0,192;1,06%;0,328;3,05;1,59;-0,73;3,73;3,19;12,11%;7,12%;1,31;30,68%;160,09%;191.667.000,00;2.322.490.000,00;12,71;46,05%
CPLE11;29,39;3,85;0,84;0,826;0,00%;0,341;13,08;3,65;-0,99;5,18;4,23;22,62%;21,55%;1,12;10,42%;21,72%;20.796.200,00;19.237.500.000,00;0,5;9,60%
TPIS3;3,41;3,87;0,71;0,626;1,21%;0,182;-0,91;-6,59;-0,27;-25,49;6,43;-9,50%;13,68%;0,23;-2,89%;18,30%;17.539.100,00;848.706.000,00;2,13;-11,49%
CPLE6;5,97;3,91;0,85;0,839;16,22%;0,346;13,29;3,71;-1,01;5,23;4,28;22,62%;21,55%;1,12;10,42%;21,72%;51.408.500,00;19.237.500.000,00;0,5;9,60%
PCAR3;39,21;4,35;0,75;0,239;5,54%;0,211;-5,08;2,57;-0,55;3,75;2,53;9,31%;5,82%;0,87;10,68%;17,29%;139.535.000,00;14.008.000.000,00;0,62;8,76%
CESP6;24,18;4,42;1,12;3,933;10,74%;0,545;983,49;13,91;-1,28;15,63;9,23;28,28%;88,93%;1,01;4,20%;25,40%;45.729.400,00;7.050.480.000,00;0,26;6,49%
MTIG4;52,21;4,43;0,33;0,12;0,00%;0,075;-0,53;-0,86;-0,17;-6,1;-8,42;-14,02%;2,71%;0,71;-9,55%;7,38%;4.560,00;38.517.600,00;2,02;-5,20%
LUPA3;6,57;4,49;1,37;3,151;0,00%;0,376;1,56;-8,14;-1,18;-12,81;-17,33;-38,73%;70,21%;2,47;-4,96%;30,53%;23.498.300,00;136.531.000,00;0,94;-29,64%
EUCA4;10,36;4,66;0,62;0,49;3,95%;0,346;3,92;3,23;-3,92;4,67;3,13;15,16%;8,22%;1,33;11,68%;13,30%;3.262.690,00;1.546.950.000,00;0,33;13,74%
CLSC3;70;4,71;1,24;0,291;4,52%;0,256;4,26;3,8;-0,61;5,18;3,86;7,67%;6,19%;1,19;8,36%;26,28%;17.431,60;2.183.800.000,00;0,92;10,03%
TRPL4;25,4;4,71;1,26;4,206;12,26%;0,631;7,16;4,17;-2,04;5,24;5,21;100,79%;89,45%;2,02;15,99%;26,69%;32.639.900,00;13.307.800.000,00;0,42;-11,23%
CLSC4;70,5;4,74;1,25;0,293;4,94%;0,258;4,29;3,82;-0,62;5,21;3,88;7,67%;6,19%;1,19;8,36%;26,28%;373.291,00;2.183.800.000,00;0,92;10,03%
SOND3;40,2;4,75;1,36;1,528;19,05%;0,988;2,57;79,11;3,56;47,2;19,03;1,93%;32,19%;3,28;2,09%;28,74%;91,36;72.413.000,00;0;0,90%
CYRE3;23,42;4,86;1,64;2,304;12,40%;0,803;2,38;15,21;18,95;16,49;15,5;15,15%;48,97%;2,78;6,43%;33,79%;159.787.000,00;5.696.170.000,00;0,47;10,74%
HAGA4;3,53;4,95;-0,61;1,114;0,00%;0,68;1,85;11,88;-0,53;11,72;7,98;9,37%;22,50%;1,8;13,76%;-12,39%;1.410.230,00;-68.474.400,00;-0,48;7,22%
CESP3;27,3;4,99;1,27;4,44;12,34%;0,615;1.110,39;15,7;-1,44;17,42;10,29;28,28%;88,93%;1,01;4,20%;25,40%;116.970,00;7.050.480.000,00;0,26;6,49%
TASA3;24,67;5,06;16,11;1,22;0,00%;1,455;5,99;4,46;-5,71;5,46;5,2;27,35%;24,13%;1,59;43,80%;318,75%;2.067.680,00;153.356.000,00;5,29;21,94%
DOHL4;7;5,12;0,79;0,925;7,65%;0,592;1,38;8,54;2,01;7,73;6,23;10,83%;18,07%;4,76;8,10%;15,40%;333.677,00;671.785.000,00;0,07;5,75%
TASA4;25,1;5,14;16,39;1,241;0,00%;1,481;6,09;4,54;-5,81;5,54;5,27;27,35%;24,13%;1,59;43,80%;318,75%;51.203.400,00;153.356.000,00;5,29;21,94%
TAEE11;37,41;5,25;1,95;3,41;14,21%;0,858;7,48;4,91;-2,22;6,98;6,94;69,43%;64,95%;2,93;18,85%;37,20%;79.088.400,00;6.598.210.000,00;0,98;32,43%
TAEE3;12,48;5,25;1,95;3,413;14,20%;0,859;7,48;4,92;-2,22;6,99;6,94;69,43%;64,95%;2,93;18,85%;37,20%;1.797.170,00;6.598.210.000,00;0,98;32,43%
TAEE4;12,48;5,25;1,95;3,413;14,20%;0,859;7,48;4,92;-2,22;6,99;6,94;69,43%;64,95%;2,93;18,85%;37,20%;4.136.900,00;6.598.210.000,00;0,98;32,43%
SOND6;45,5;5,37;1,54;1,729;18,51%;1,118;2,91;89,54;4,03;57,63;23,24;1,93%;32,19%;3,28;2,09%;28,74%;1.095,34;72.413.000,00;0;0,90%
BNBR3;67;5,42;0,89;0;4,21%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;16,34%;18.111,60;6.534.870.000,00;0;18,90%
DMMO3;0,94;5,47;-0,38;1,129;0,00%;1,285;-1,87;-9,33;-0,32;-8,26;31;-12,10%;20,65%;0,33;-64,83%;-7,03%;11.873.200,00;-758.311.000,00;-0,01;-0,58%
RAPT3;12,67;5,51;2,01;0,717;4,79%;0,461;1,59;5,67;-4,69;7,86;6,3;12,64%;16,47%;1,93;12,41%;36,45%;413.461,00;2.183.370.000,00;1,81;25,34%
RSUL4;370;5,88;5,45;0,956;0,00%;0,857;7,15;5,21;-1,97;5,2;4,6;18,33%;16,25%;1,42;19,00%;92,62%;185.487,00;39.615.000,00;0,34;18,23%
JBSS3;29,53;5,9;1,84;0,257;3,44%;0,445;4,96;3,33;-1,15;5,9;4,31;7,70%;4,39%;1,35;16,88%;31,28%;348.576.000,00;40.209.300.000,00;1,68;15,05%
RAPT4;13,57;5,9;2,15;0,768;4,48%;0,494;1,7;6,08;-5,02;8,27;6,62;12,64%;16,47%;1,93;12,41%;36,45%;53.257.800,00;2.183.370.000,00;1,81;25,34%
SULA4;10,74;5,91;1,71;0,736;4,61%;0,495;1,23;12,9;-27,4;-1,25;-1,13;5,71%;12,46%;2,39;10,07%;28,87%;495.704,00;8.042.800.000,00;0,27;4,31%
TRPL3;32;5,94;1,58;5,299;9,73%;0,795;9,02;5,26;-2,57;6,33;6,29;100,79%;89,45%;2,02;15,99%;26,69%;110.532,00;13.307.800.000,00;0,42;-11,23%
BGIP4;24;5,95;0,72;0;4,54%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;12,10%;28.336,30;509.054.000,00;0;9,22%
EALT4;6,97;5,97;0,87;0,592;4,39%;0,35;5,76;5,48;-2,09;7,61;5,72;10,80%;9,91%;1,16;7,40%;14,57%;571.560,00;180.267.000,00;0,55;23,11%
CSNA3;45,07;6,02;4,35;1,707;1,45%;0,897;4,73;4,89;-2,76;6,13;5,11;34,93%;30,84%;1,8;28,24%;72,25%;488.196.000,00;14.387.500.000,00;2,37;18,64%
JHSF3;7,17;6,04;1,26;3,557;4,89%;0,648;4,24;5,97;-3,13;6,54;6,28;59,54%;58,42%;2,35;13,01%;20,79%;35.655.900,00;3.933.220.000,00;0,42;40,08%
CMIG4;12,11;6,13;1,15;0,78;9,53%;0,387;3,66;4,14;-1;5,98;4,99;18,83%;12,73%;1,62;10,88%;18,68%;109.883.000,00;17.894.900.000,00;0,82;8,23%
SOND5;52,49;6,2;1,78;1,995;16,05%;1,29;3,35;103,3;4,65;71,38;28,79;1,93%;32,19%;3,28;2,09%;28,74%;1.524,27;72.413.000,00;0;0,90%
SAPR3;4,05;6,2;0,85;1,28;4,55%;0,439;7,19;3,53;-1,37;5,14;4,23;36,25%;20,64%;1,6;13,94%;13,73%;3.634.300,00;7.189.650.000,00;0,57;8,11%
GEPA4;37,19;6,2;1,83;2,682;12,98%;0,805;-7,48;2,89;-2,01;3,76;3,44;92,66%;43,24%;0,6;35,12%;29,53%;87.695,40;1.917.290.000,00;0,83;-0,69%
SAPR11;20,28;6,21;0,85;1,282;4,90%;0,44;7,2;3,54;-1,37;5,14;4,24;36,25%;20,64%;1,6;13,94%;13,73%;38.562.900,00;7.189.650.000,00;0,57;8,11%
HAGA3;4,43;6,21;-0,77;1,398;0,00%;0,853;2,32;14,91;-0,67;14,75;10,04;9,37%;22,50%;1,8;13,76%;-12,39%;250.332,00;-68.474.400,00;-0,48;7,22%
ENBR3;17,77;6,22;1,04;0,701;5,63%;0,348;9,89;3,38;-0,93;5,53;4,55;20,77%;12,59%;1,16;12,27%;16,74%;62.976.600,00;10.352.300.000,00;0,97;11,76%
SAPR4;4,07;6,23;0,86;1,287;4,98%;0,442;7,23;3,55;-1,38;5,15;4,25;36,25%;20,64%;1,6;13,94%;13,73%;16.122.300,00;7.189.650.000,00;0,57;8,11%
SULA11;34,11;6,26;1,81;0,779;4,35%;0,524;1,3;13,66;-29;-0,49;-0,44;5,71%;12,46%;2,39;10,07%;28,87%;167.250.000,00;8.042.800.000,00;0,27;4,31%
ETER3;23,78;6,33;5,37;1,749;0,00%;1,762;4,72;8,42;158,05;7,57;6,82;20,76%;27,62%;2,2;31,56%;84,89%;92.150.400,00;273.331.000,00;0,25;-0,86%
GEPA3;38,46;6,41;1,89;2,774;12,55%;0,833;-7,74;2,99;-2,08;3,86;3,53;92,66%;43,24%;0,6;35,12%;29,53%;5.761,02;1.917.290.000,00;0,83;-0,69%
CSMG3;15;6,52;0,86;1,048;18,97%;0,481;13,12;4,25;-1,84;6,24;4,2;24,67%;16,09%;1,25;12,51%;13,24%;32.620.800,00;6.611.550.000,00;0,55;7,81%
NEOE3;17,47;6,55;0,97;0,622;3,01%;0,293;5,76;3,39;-0,6;7,66;6,03;18,38%;9,82%;1,33;9,67%;14,80%;40.822.300,00;21.884.000.000,00;1,41;20,34%
PETR4;29,18;6,7;1,21;1,346;2,72%;0,381;12,9;3,56;-0,73;6,68;4,2;37,80%;20,24%;1,24;11,90%;18,12%;1.933.810.000,00;313.395.000.000,00;1,29;0,42%
BMEB4;20;6,75;1,01;0;4,27%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;14,95%;137.201,00;1.038.950.000,00;0;12,09%
MTSA4;50;6,8;1,59;1,125;4,38%;1,104;2,2;9,22;2,33;8,08;6,89;12,20%;16,54%;2,83;17,17%;23,32%;202.450,00;288.125.000,00;0,18;15,03%
BBAS3;32,14;6,83;0,72;0;6,29%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;10,57%;467.669.000,00;127.589.000.000,00;0;-4,41%
PETR3;30,03;6,9;1,25;1,385;3,43%;0,392;13,28;3,67;-0,75;6,78;4,26;37,80%;20,24%;1,24;11,90%;18,12%;567.578.000,00;313.395.000.000,00;1,29;0,42%
SULA3;12,62;6,94;2;0,865;3,92%;0,581;1,45;15,16;-32,19;1,01;0,92;5,71%;12,46%;2,39;10,07%;28,87%;370.630,00;8.042.800.000,00;0,27;4,31%
POSI3;12,2;7,14;1,59;0,695;2,79%;0,586;1,7;15,94;3,58;18,39;13,02;4,36%;9,93%;1,77;6,06%;22,33%;120.642.000,00;1.085.750.000,00;0,73;6,67%
ALUP3;8,82;7,14;1,27;1,188;3,17%;0,329;4,66;2,03;-0,78;3,94;3,8;58,45%;35,84%;1,71;17,79%;17,83%;204.401,00;6.091.770.000,00;1,5;49,07%
ALUP11;26,47;7,14;1,27;1,189;3,17%;0,33;4,66;2,03;-0,78;3,94;3,8;58,45%;35,84%;1,71;17,79%;17,83%;22.206.700,00;6.091.770.000,00;1,5;49,07%
BRSR6;13,09;7,15;0,62;0;5,77%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;8,73%;22.266.900,00;8.579.010.000,00;0;10,18%
ALUP4;8,91;7,21;1,29;1,2;3,14%;0,333;4,7;2,05;-0,79;3,96;3,82;58,45%;35,84%;1,71;17,79%;17,83%;251.385,00;6.091.770.000,00;1,5;49,07%
BRAP3;64,71;7,23;1,85;0;7,65%;1,685;212,04;-1.104,09;228,94;-1.043,22;-1.043,22;0,00%;0,00%;1,09;-0,17%;25,60%;2.577.620,00;12.164.200.000,00;0;0,00%
BMEB3;21,48;7,25;1,08;0;3,61%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;14,95%;10.425,70;1.038.950.000,00;0;12,09%
CMIG3;14,49;7,34;1,37;0,934;7,96%;0,463;4,38;4,96;-1,2;6,8;5,67;18,83%;12,73%;1,62;10,88%;18,68%;7.281.130,00;17.894.900.000,00;0,82;8,23%
TKNO4;55,05;7,44;0,81;0,816;4,44%;0,597;1,55;6,58;1,75;5,57;4,66;12,41%;10,97%;2,74;12,31%;10,94%;2.133,16;199.456.000,00;0,05;13,28%
CSAB4;50;7,47;2,21;131,642;4,09%;1,018;0;7,72;0;0;0;1705,97%;1762,43%;0;0,00%;29,60%;1.463,57;173.682.000,00;0;-12,09%
BEEF3;9,36;7,51;5,07;0,244;11,00%;0,283;0,88;2,68;-1,06;5,49;4,71;9,12%;3,26%;1,9;20,58%;67,61%;75.961.400,00;1.013.840.000,00;11,63;20,49%
ENGI4;7,18;7,59;1,75;0,62;3,84%;0,29;6,12;4,03;-0,54;8,6;6,23;15,38%;9,04%;1,2;8,52%;23,00%;257.872,00;7.459.190.000,00;2,66;15,52%
CESP5;42;7,68;1,95;6,831;6,18%;0,946;1.708,29;24,15;-2,22;25,88;15,28;28,28%;88,93%;1,01;4,20%;25,40%;38.795,90;7.050.480.000,00;0,26;6,49%
CAML3;9,7;7,76;1,32;0,481;6,31%;0,582;1,63;5,99;10,37;8,08;6,34;8,02%;6,20%;2,38;13,68%;17,08%;12.954.400,00;2.708.710.000,00;0,87;10,17%
PLPL3;6,24;7,88;4,55;1,255;3,14%;1,089;1,36;4,2;5,18;4,5;4,21;29,89%;15,93%;5,68;37,45%;57,76%;9.796.460,00;280.150.000,00;1,33;0,00%
BRSR3;14,47;7,9;0,69;0;5,22%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;8,73%;226.086,00;8.579.010.000,00;0;10,18%
BEES3;5,3;7,97;0,95;0;4,32%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;11,91%;258.731,00;1.764.020.000,00;0;5,77%
RNEW4;3,63;7,98;-0,32;4,502;0,00%;0,137;0,65;-4,69;-0,15;-23,18;-26,5;-95,90%;56,44%;1,75;-3,51%;-4,04%;2.276.500,00;-1.127.370.000,00;-1,62;-47,91%
CEPE5;30;8,05;1,25;0,312;11,61%;0,2;4;2,9;-0,32;9,38;6,72;10,76%;3,88%;1,29;7,62%;15,52%;11.956,50;1.792.000.000,00;3;10,06%
DEXP4;38,1;8,07;3,72;1,077;0,00%;1,278;7,01;12,41;-10,53;13,37;10,59;8,68%;16,04%;1,65;11,59%;46,07%;171.152,00;321.328.000,00;0,38;25,49%
BMGB4;4,72;8,11;0,68;0;3,84%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;8,40%;9.408.820,00;4.043.590.000,00;0;0,00%
BRDT3;29,39;8,22;2,7;0,396;8,47%;1,17;3,43;13,56;-18,32;15,92;13,11;2,92%;4,82%;3,13;10,60%;32,78%;302.357.000,00;12.700.000.000,00;0,78;-0,61%
CPFE3;26,82;8,35;2,08;0,969;12,31%;0,594;-186,77;5,68;-1,38;8,24;6,57;17,06%;11,80%;0,99;12,55%;24,88%;52.031.000,00;14.867.800.000,00;1,31;10,31%
BRAP4;75,02;8,38;2,15;0;7,26%;1,953;245,82;-1.280,00;265,41;-1.219,13;-1.219,13;0,00%;0,00%;1,09;-0,17%;25,60%;171.360.000,00;12.164.200.000,00;0;0,00%
GPIV33;6,06;8,39;0,45;2,462;0,00%;0,2;1,04;3,69;28,37;0,77;0,77;66,73%;49,68%;3,91;6,93%;5,31%;1.499.670,00;1.493.730.000,00;0,12;-12,57%
RNEW11;11,5;8,42;-0,34;4,754;0,00%;0,145;0,69;-4,96;-0,15;-23,45;-26,8;-95,90%;56,44%;1,75;-3,51%;-4,04%;698.131,00;-1.127.370.000,00;-1,62;-47,91%
CMIN3;9,13;8,52;3,85;2,899;5,65%;2,341;11,83;5,28;330,82;4,89;4,34;54,96%;34,03%;1,98;64,23%;45,24%;106.365.000,00;13.244.600.000,00;0,11;0,00%
CEPE6;31,9;8,56;1,33;0,332;12,01%;0,212;4,25;3,09;-0,34;9,56;6,86;10,76%;3,88%;1,29;7,62%;15,52%;18.554,40;1.792.000.000,00;3;10,06%
EQTL3;24,46;8,56;2,43;1,387;4,25%;0,584;3,5;5,17;-1,54;7,33;6,37;26,80%;19,00%;2;14,15%;28,37%;154.260.000,00;10.179.600.000,00;1,68;26,43%
CGRA3;33,84;8,56;1,03;1,479;3,87%;0,735;2,61;13,58;3,89;10,64;8,17;10,89%;17,29%;2,46;7,40%;12,02%;42.854,90;644.564.000,00;0;3,41%
BALM3;19,21;8,6;1,56;1,139;3,12%;0,863;2,22;8,66;3,38;7,9;6,92;13,16%;12,37%;2,4;12,56%;18,11%;17.053,60;120.924.000,00;0,15;10,90%
CGRA4;34,3;8,67;1,04;1,499;3,82%;0,745;2,65;13,77;3,94;10,82;8,32;10,89%;17,29%;2,46;7,40%;12,02%;577.172,00;644.564.000,00;0;3,41%
BGIP3;35,13;8,72;1,05;0;2,82%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;12,10%;16.269,00;509.054.000,00;0;9,22%
BALM4;19,67;8,8;1,59;1,167;3,41%;0,884;2,28;8,87;3,47;8,11;7,11;13,16%;12,37%;2,4;12,56%;18,11%;95.666,10;120.924.000,00;0,15;10,90%
GOAU3;12,99;8,85;1,1;0,277;3,46%;0,203;0,86;1,95;-2,55;3,23;2,4;14,19%;9,10%;2,44;13,30%;12,41%;1.433.100,00;12.859.100.000,00;1,38;7,17%
ELET6;43,25;8,88;0,93;2,237;10,20%;0,383;3,52;19,2;-1,12;27,45;18,01;11,65%;25,35%;1,79;2,27%;10,49%;165.585.000,00;72.815.700.000,00;0,65;-16,01%
ELET3;43,56;8,95;0,94;2,253;9,21%;0,385;3,55;19,33;-1,13;27,59;18,1;11,65%;25,35%;1,79;2,27%;10,49%;336.985.000,00;72.815.700.000,00;0,65;-16,01%
AURA33;68,35;8,95;3,16;2,432;6,70%;1,494;13,22;6,13;-15,54;5,68;5,68;39,71%;27,16%;1,36;48,05%;35,29%;20.945.100,00;1.530.100.000,00;0,33;0,00%
EPAR3;17;9;6,67;0,459;0,00%;1,293;16,63;8,04;-4,78;8,44;6,61;5,71%;5,11%;1,17;22,56%;74,12%;400.076,00;37.891.000,00;1,12;39,72%
DEXP3;43,65;9,24;4,26;1,233;2,07%;1,464;8,03;14,21;-12,06;15,17;12,02;8,68%;16,04%;1,65;11,59%;46,07%;14.072.600,00;321.328.000,00;0,38;25,49%
BEES4;6,19;9,31;1,11;0;3,70%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;11,91%;46.401,50;1.764.020.000,00;0;5,77%
EKTR4;31,62;9,31;1,92;0,853;10,10%;0,677;14,02;5,22;-1,95;8,22;6,8;16,34%;9,17%;1,19;14,70%;20,66%;65.846,00;3.187.000.000,00;1,23;9,70%
GOAU4;13,99;9,53;1,18;0,299;3,22%;0,218;0,93;2,1;-2,75;3,38;2,51;14,19%;9,10%;2,44;13,30%;12,41%;171.848.000,00;12.859.100.000,00;1,38;7,17%
EUCA3;21,3;9,59;1,28;1,007;1,75%;0,711;8,06;6,65;-8,06;8,09;5,42;15,16%;8,22%;1,33;11,68%;13,30%;101.551,00;1.546.950.000,00;0,33;13,74%
ABCB4;15,5;9,64;0,8;0;5,91%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;8,28%;13.123.400,00;4.391.950.000,00;0;-16,28%
GGBR3;25,8;9,64;1,29;0,871;3,18%;0,652;2,99;6,13;-6,24;7,61;5,65;14,22%;9,11%;2,3;13,34%;13,36%;4.575.830,00;34.443.300.000,00;0,52;7,17%
ENGI11;45,66;9,66;2,22;0,789;3,02%;0,369;7,79;5,13;-0,69;9,69;7,02;15,38%;9,04%;1,2;8,52%;23,00%;77.768.300,00;7.459.190.000,00;2,66;15,52%
CSAB3;65;9,71;2,87;171,135;2,86%;1,324;0;10,03;0;0;0;1705,97%;1762,43%;0;0,00%;29,60%;1.044,09;173.682.000,00;0;-12,09%
RNEW3;4,44;9,76;-0,39;5,507;0,00%;0,168;0,8;-5,74;-0,18;-24,23;-27,69;-95,90%;56,44%;1,75;-3,51%;-4,04%;1.308.930,00;-1.127.370.000,00;-1,62;-47,91%
CSRN3;21,88;9,87;2,57;1,264;7,76%;0,759;6,78;7,39;-1,62;10,52;8,62;17,10%;12,81%;1,9;11,60%;26,01%;50.324,30;1.433.000.000,00;1,31;11,03%
PSSA3;53,86;9,91;2,01;0,918;4,09%;0,475;5,32;1,16;-5,14;0,51;0,5;79,38%;9,26%;1,15;55,89%;20,23%;57.757.000,00;8.682.600.000,00;0;3,80%
EQMA3B;45,6;9,92;2,36;1,739;8,57%;1,016;4,96;7,17;-5,21;7,98;6,72;24,26%;17,54%;2,21;18,09%;23,80%;12.170,60;3.171.740.000,00;0,64;7,92%
BRIV4;8,85;9,95;0,51;0;6,54%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;5,09%;26.078,60;1.546.650.000,00;0;32,35%
EKTR3;34;10,01;2,07;0,917;8,54%;0,727;15,08;5,62;-2,1;8,61;7,13;16,34%;9,17%;1,19;14,70%;20,66%;2.766,91;3.187.000.000,00;1,23;9,70%
CEEB3;50;10,22;2,04;1,102;2,11%;0,595;9,67;6,38;-1,2;10,41;8,07;17,29%;10,78%;1,41;10,16%;19,96%;57.280,60;6.424.000.000,00;1,41;12,55%
CEEB5;50;10,22;2,04;1,102;0,00%;0,595;9,67;6,38;-1,2;10,41;8,07;17,29%;10,78%;1,41;10,16%;19,96%;3.244,18;6.424.000.000,00;1,41;12,55%
TRIS3;9,67;10,36;1,51;1,983;2,49%;0,833;1,57;9,57;2,6;10,02;9,98;20,72%;20,80%;3,5;10,99%;14,56%;11.156.600,00;1.196.140.000,00;0,39;29,83%
BRSR5;19,47;10,63;0,93;0;5,06%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;8,73%;12.303,70;8.579.010.000,00;0;10,18%
VALE3;113,58;10,66;2,89;2,434;7,79%;1,211;9,28;4,32;-3,71;4,36;3,88;56,34%;22,08%;1,96;34,35%;27,13%;2.988.900.000,00;207.487.000.000,00;0,38;23,67%
BTTL3;20,19;10,68;7,92;0,546;0,00%;1,535;19,75;9,55;-5,67;9,95;7,79;5,71%;5,11%;1,17;22,56%;74,12%;395.854,00;37.891.000,00;1,12;39,72%
PATI3;101,95;10,71;2,71;1,062;2,50%;1,245;2,44;6,98;4,34;7,14;6,88;15,22%;9,91%;2,6;32,28%;25,34%;27.919,00;686.290.000,00;0,59;21,51%
CRPG3;88;10,76;3,22;3,123;0,00%;2,32;3,4;13,81;4,48;11,83;10,49;22,61%;29,02%;6,9;26,73%;29,92%;2.294,61;793.040.000,00;0,01;10,97%
AGRO3;30,02;10,8;1,77;2,935;1,43%;1,075;6,68;8,35;34,91;9,12;10,9;35,17%;21,36%;1,61;15,70%;16,44%;31.926.700,00;1.731.490.000,00;0,39;63,50%
CSRN5;24;10,82;2,81;1,386;7,78%;0,832;7,44;8,11;-1,78;11,24;9,21;17,10%;12,81%;1,9;11,60%;26,01%;19.624,90;1.433.000.000,00;1,31;11,03%
NUTR3;260;10,87;1,99;0,391;0,00%;0,475;1,46;8,07;-2,51;10;8,92;4,85%;3,59%;2,31;6,43%;18,34%;51.950,80;16.690.000,00;0,51;30,56%
EEEL3;560;10,9;2,04;3,525;7,02%;0,94;4,51;9,5;-3,9;9,32;8,81;37,10%;32,17%;3,41;11,70%;18,71%;2.454,55;2.652.850.000,00;0,28;-4,97%
PTNT4;6,1;11,01;1;0,495;0,00%;0,377;1,9;6,71;-20,03;9,19;5,68;7,37%;6,22%;1,63;7,97%;9,06%;206.252,00;293.883.000,00;0,83;6,64%
BBDC3;21,98;11,06;1,48;0;4,77%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;13,39%;181.603.000,00;144.240.000.000,00;0;-1,38%
SANB3;19,62;11,11;1,88;0;3,87%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;16,97%;824.741,00;78.064.400.000,00;0;-0,06%
GGBR4;29,76;11,12;1,49;1,005;2,76%;0,752;3,45;7,07;-7,2;8,55;6,35;14,22%;9,11%;2,3;13,34%;13,36%;510.802.000,00;34.443.300.000,00;0,52;7,17%
JOPA3;34,8;11,25;0,7;0,223;3,29%;0,185;0,62;3,14;16,33;6,86;6;7,10%;2,36%;1,83;8,68%;6,21%;14.874,70;527.204.000,00;1,91;9,16%
EGIE3;39,43;11,43;3,98;2,491;6,27%;0,895;9,98;5,82;-1,57;8,36;7,18;42,79%;21,79%;1,79;17,92%;34,79%;58.874.800,00;8.088.960.000,00;2,27;18,70%
ITSA4;11,23;11,45;1,61;14,563;2,64%;1,289;23;111,91;-22,92;113,87;63,77;13,01%;132,83%;2,28;1,24%;14,06%;367.903.000,00;58.696.000.000,00;0,1;6,50%
PATI4;110;11,56;2,93;1,146;3,43%;1,344;2,64;7,53;4,68;7,69;7,42;15,22%;9,91%;2,6;32,28%;25,34%;12.117,30;686.290.000,00;0,59;21,51%
SANB11;40,87;11,57;1,96;0;3,90%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;16,97%;105.433.000,00;78.064.400.000,00;0;-0,06%
ITUB3;26,67;11,63;1,86;0;2,44%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;16,00%;17.662.800,00;140.507.000.000,00;0;-14,22%
LIGT3;15,13;11,66;0,67;0,411;2,92%;0,201;3,25;3,03;-0,54;6,09;4,62;13,55%;3,52%;1,23;9,03%;5,77%;38.233.500,00;8.383.740.000,00;1,16;8,40%
ITSA3;11,44;11,66;1,64;14,835;2,59%;1,313;23,43;114;-23,35;115,96;64,95;13,01%;132,83%;2,28;1,24%;14,06%;2.212.380,00;58.696.000.000,00;0,1;6,50%
SBSP3;36,53;11,73;1,07;1,355;1,09%;0,49;325,09;5,6;-1,17;8,63;5,87;24,20%;11,55%;1,01;9,46%;9,14%;115.056.000,00;23.290.600.000,00;0,73;6,92%
BBSE3;23,15;11,74;6,46;0;5,84%;4,48;0;9,42;0;0;0;0,00%;0,00%;0;0,00%;55,06%;130.806.000,00;7.164.750.000,00;0;0,00%
